#,Name,Type 1,Type 2,Total,HP,Attack,Defense,Special,Speed,Legendary
18,Pidgeot,Normal,Flying,479,78,75,73,73,107,False
134,Vaporeon,Water,,525,130,53,61,105,71,False
32,Nidoran♂,Poison,,273,47,62,33,36,58,False
107,Hitmonchan,Fighting,,455,53,99,73,78,74,False
2,Ivysaur,Grass,Poison,405,56,58,62,84,60,False
54,Psyduck,Water,,320,58,46,41,58,59,False
108,Lickitung,Normal,,385,98,55,73,66,27,False
42,Golbat,Poison,Flying,455,77,79,70,74,82,False
55,Golduck,Water,,500,73,81,80,87,92,False
113,Chansey,Normal,,450,255,1,2,72,48,False
131,Lapras,Water,Ice,535,138,93,69,86,64,False
69,Bellsprout,Grass,Poison,300,54,71,28,54,38,False
111,Rhyhorn,Ground,Rock,345,88,82,92,31,21,False
33,Nidorino,Poison,,365,55,71,59,58,64,False
78,Rapidash,Fire,,500,59,106,65,86,98,False
134,Vaporeon,Water,,525,129,65,58,104,66,False
146,Moltres,Fire,Flying,580,90,99,80,104,103,True
98,Krabby,Water,,325,22,109,90,24,55,False
68,Machamp,Fighting,,505,96,133,89,72,44,False
13,Weedle,Bug,Poison,195,31,37,35,26,39,False
56,Mankey,Fighting,,305,34,88,37,40,66,False
18,Pidgeot,Normal,Flying,479,79,88,77,70,96,False
100,Voltorb,Electric,,330,45,33,46,52,101,False
75,Graveler,Rock,Ground,390,50,83,121,51,34,False
142,Aerodactyl,Rock,Flying,515,76,106,72,65,131,False
49,Venomoth,Bug,Poison,450,75,64,60,80,91,False
51,Dugtrio,Ground,,405,40,83,43,58,123,False
59,Arcanine,Fire,,555,96,113,79,90,87,False
38,Ninetales,Fire,,505,66,79,76,87,110,False
146,Moltres,Fire,Flying,580,84,93,96,105,97,True
