,#,Name,Type 1,Type 2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary
2041,137,Porygon,Normal,None,395,62,63,67,87,72,44,1,False
2042,13,Weedle,Bug,Poison,195,43,39,19,22,19,53,1,False
2043,8,Wartortle,Water,None,405,62,66,80,57,86,54,1,False
2044,74,Geodude,Rock,Ground,300,37,84,88,29,35,27,1,False
2045,62,Poliwrath,Water,Fighting,510,97,91,99,64,92,67,1,False
2046,129,Magikarp,Water,None,200,19,16,57,10,17,81,1,False
2047,121,Starmie,Water,Psychic,520,63,70,79,103,84,121,1,False
2048,143,Snorlax,Normal,None,540,157,106,65,68,112,32,1,False
2049,120,Staryu,Water,None,340,26,53,51,70,49,91,1,False
2050,107,Hitmonchan,Fighting,None,455,46,103,72,39,115,80,1,False
2051,104,Cubone,Ground,None,320,48,52,92,40,48,40,1,False
2052,5,Charmeleon,Fire,None,405,50,61,58,92,63,81,1,False
2053,141,Kabutops,Rock,Water,495,69,116,100,64,69,77,1,False
2054,6,CharizardMega Charizard X,Fire,Dragon,634,78,132,104,129,77,114,1,False
2055,5,Charmeleon,Fire,None,405,59,59,58,78,63,88,1,False
2056,108,Lickitung,Normal,None,385,87,47,69,70,69,43,1,False
2057,151,Mew,Psychic,None,600,107,97,103,97,94,102,1,False
2058,114,Tangela,Grass,None,435,65,50,118,100,45,57,1,False
2059,103,Exeggutor,Grass,Psychic,520,99,96,78,124,57,66,1,False
2060,105,Marowak,Ground,None,425,65,84,103,44,82,47,1,False
2061,103,Exeggutor,Grass,Psychic,520,95,100,77,129,71,48,1,False
2062,121,Starmie,Water,Psychic,520,68,82,82,102,77,109,1,False
2063,120,Staryu,Water,None,340,22,43,51,79,50,95,1,False
2064,138,Omanyte,Rock,Water,355,38,29,94,94,61,39,1,False
2065,47,Parasect,Bug,Grass,405,61,95,72,50,87,40,1,False
2066,70,Weepinbell,Grass,Poison,390,72,96,46,80,36,60,1,False
2067,130,Gyarados,Water,Flying,540,90,134,88,67,90,71,1,False
2068,19,Rattata,Normal,None,253,39,52,42,21,32,67,1,False
2069,110,Weezing,Poison,None,490,60,88,121,86,68,67,1,False
2070,114,Tangela,Grass,None,435,66,60,118,92,45,54,1,False
2071,81,Magnemite,Electric,Steel,325,37,27,69,92,49,51,1,False
2072,126,Magmar,Fire,None,495,61,99,54,107,77,97,1,False
2073,130,GyaradosMega Gyarados,Water,Dark,640,94,163,116,69,118,80,1,False
2074,106,Hitmonlee,Fighting,None,455,47,122,51,29,123,83,1,False
2075,16,Pidgey,Normal,Flying,251,42,59,38,35,27,50,1,False
2076,32,Nidoran♂,Poison,None,273,53,52,44,39,44,41,1,False
2077,100,Voltorb,Electric,None,330,39,32,48,58,54,99,1,False
2078,4,Charmander,Fire,None,309,50,44,53,57,49,56,1,False
2079,61,Poliwhirl,Water,None,385,65,62,66,46,48,98,1,False
2080,123,Scyther,Bug,Flying,500,67,110,77,61,74,111,1,False
2081,142,AerodactylMega Aerodactyl,Rock,Flying,615,83,120,91,72,105,144,1,False
2082,110,Weezing,Poison,None,490,72,91,118,90,60,59,1,False
2083,94,Gengar,Ghost,Poison,500,56,72,52,134,80,106,1,False
2084,147,Dratini,Dragon,None,300,46,72,39,41,60,42,1,False
2085,6,CharizardMega Charizard X,Fire,Dragon,634,73,136,116,124,89,96,1,False
2086,2,Ivysaur,Grass,Poison,405,57,58,68,76,89,57,1,False
2087,105,Marowak,Ground,None,425,64,85,110,42,84,40,1,False
2088,107,Hitmonchan,Fighting,None,455,46,99,89,36,115,70,1,False
2089,29,Nidoran♀,Poison,None,275,60,40,51,38,46,40,1,False
2090,64,Kadabra,Psychic,None,400,48,32,22,121,67,110,1,False
2091,85,Dodrio,Normal,Flying,460,58,104,76,57,61,104,1,False
2092,105,Marowak,Ground,None,425,68,70,112,54,78,43,1,False
2093,73,Tentacruel,Water,Poison,515,83,66,62,74,122,108,1,False
2094,30,Nidorina,Poison,None,365,66,58,65,56,59,61,1,False
2095,79,Slowpoke,Water,Psychic,315,93,69,70,32,39,12,1,False
2096,18,PidgeotMega Pidgeot,Normal,Flying,579,84,74,82,132,80,127,1,False
2097,94,Gengar,Ghost,Poison,500,56,68,57,139,80,100,1,False
2098,108,Lickitung,Normal,None,385,84,50,79,62,79,31,1,False
2099,25,Pikachu,Electric,None,320,30,51,43,58,43,95,1,False
2100,6,Charizard,Fire,Flying,534,81,89,79,102,88,95,1,False
2101,31,Nidoqueen,Poison,Ground,505,89,98,81,69,92,76,1,False
2102,111,Rhyhorn,Ground,Rock,345,90,85,93,26,30,21,1,False
2103,137,Porygon,Normal,None,395,59,52,70,90,81,43,1,False
2104,102,Exeggcute,Grass,Psychic,325,70,31,85,68,35,36,1,False
2105,75,Graveler,Rock,Ground,390,49,94,114,42,53,38,1,False
2106,24,Arbok,Poison,None,438,68,84,72,49,82,83,1,False
2107,65,AlakazamMega Alakazam,Psychic,None,590,63,44,67,181,95,140,1,False
2108,79,Slowpoke,Water,Psychic,315,98,62,72,42,35,6,1,False
2109,113,Chansey,Normal,None,450,255,4,1,31,115,45,1,False
2110,122,Mr. Mime,Psychic,Fairy,460,41,44,67,93,118,97,1,False
2111,63,Abra,Psychic,None,310,17,10,18,120,49,96,1,False
2112,96,Drowzee,Psychic,None,328,69,40,41,45,92,41,1,False
2113,112,Rhydon,Ground,Rock,485,106,129,121,40,55,34,1,False
2114,108,Lickitung,Normal,None,385,84,53,84,54,82,28,1,False
2115,125,Electabuzz,Electric,None,490,64,86,49,101,77,113,1,False
2116,18,PidgeotMega Pidgeot,Normal,Flying,579,85,86,77,126,83,122,1,False
2117,94,Gengar,Ghost,Poison,500,59,59,70,134,76,102,1,False
2118,60,Poliwag,Water,None,300,42,52,43,44,30,89,1,False
2119,130,GyaradosMega Gyarados,Water,Dark,640,102,162,104,62,129,81,1,False
2120,60,Poliwag,Water,None,300,42,48,40,37,40,93,1,False
2121,9,BlastoiseMega Blastoise,Water,None,630,73,102,117,137,124,77,1,False
2122,21,Spearow,Normal,Flying,262,35,67,30,29,33,68,1,False
2123,31,Nidoqueen,Poison,Ground,505,80,95,77,86,89,78,1,False
2124,135,Jolteon,Electric,None,525,69,70,52,113,96,125,1,False
2125,97,Hypno,Psychic,None,483,81,74,63,81,111,73,1,False
2126,24,Arbok,Poison,None,438,59,87,67,70,75,80,1,False
2127,60,Poliwag,Water,None,300,37,42,46,47,41,87,1,False
2128,64,Kadabra,Psychic,None,400,38,34,38,117,62,111,1,False
2129,142,Aerodactyl,Rock,Flying,515,88,109,68,56,66,128,1,False
2130,115,KangaskhanMega Kangaskhan,Normal,None,590,111,131,98,57,98,95,1,False
2131,142,Aerodactyl,Rock,Flying,515,85,114,59,64,70,123,1,False
2132,40,Wigglytuff,Normal,Fairy,435,141,79,51,80,45,39,1,False
2133,130,GyaradosMega Gyarados,Water,Dark,640,99,158,103,63,129,88,1,False
2134,58,Growlithe,Fire,None,350,52,66,42,81,50,59,1,False
2135,123,Scyther,Bug,Flying,500,65,119,72,53,82,109,1,False
2136,147,Dratini,Dragon,None,300,43,61,51,42,54,49,1,False
2137,148,Dragonair,Dragon,None,420,68,77,66,72,73,64,1,False
2138,127,PinsirMega Pinsir,Bug,Flying,600,75,163,126,61,80,95,1,False
2139,122,Mr. Mime,Psychic,Fairy,460,44,54,60,91,124,87,1,False
2140,30,Nidorina,Poison,None,365,76,60,77,45,54,53,1,False
2141,135,Jolteon,Electric,None,525,59,72,50,101,102,141,1,False
2142,32,Nidoran♂,Poison,None,273,44,60,46,41,34,48,1,False
2143,89,Muk,Poison,None,500,99,99,85,63,100,54,1,False
2144,147,Dratini,Dragon,None,300,40,68,53,41,51,47,1,False
2145,20,Raticate,Normal,None,413,61,78,59,54,71,90,1,False
2146,4,Charmander,Fire,None,309,42,54,46,56,52,59,1,False
2147,60,Poliwag,Water,None,300,38,48,43,36,38,97,1,False
2148,127,Pinsir,Bug,None,500,60,120,98,67,72,83,1,False
2149,40,Wigglytuff,Normal,Fairy,435,142,70,49,81,42,51,1,False
2150,141,Kabutops,Rock,Water,495,63,113,97,72,73,77,1,False
2151,33,Nidorino,Poison,None,365,54,73,57,52,59,70,1,False
2152,13,Weedle,Bug,Poison,195,47,42,25,24,14,43,1,False
2153,94,Gengar,Ghost,Poison,500,57,67,56,135,78,107,1,False
2154,93,Haunter,Ghost,Poison,405,43,50,35,122,58,97,1,False
2155,42,Golbat,Poison,Flying,455,75,90,69,64,77,80,1,False
2156,36,Clefable,Fairy,None,483,104,62,75,96,97,49,1,False
2157,40,Wigglytuff,Normal,Fairy,435,132,82,47,77,50,47,1,False
2158,7,Squirtle,Water,None,314,39,46,61,54,71,43,1,False
2159,6,Charizard,Fire,Flying,534,78,76,75,118,81,106,1,False
2160,70,Weepinbell,Grass,Poison,390,65,87,45,77,51,65,1,False
2161,18,PidgeotMega Pidgeot,Normal,Flying,579,83,81,73,131,84,127,1,False
2162,60,Poliwag,Water,None,300,32,47,50,47,32,92,1,False
2163,50,Diglett,Ground,None,265,11,51,20,39,45,99,1,False
2164,127,Pinsir,Bug,None,500,59,136,98,53,74,80,1,False
2165,59,Arcanine,Fire,None,555,94,109,83,97,81,91,1,False
2166,13,Weedle,Bug,Poison,195,49,42,28,13,12,51,1,False
2167,82,Magneton,Electric,Steel,465,52,54,97,123,72,67,1,False
2168,146,Moltres,Fire,Flying,580,83,95,96,128,78,100,1,True
2169,93,Haunter,Ghost,Poison,405,46,43,38,116,65,97,1,False
2170,85,Dodrio,Normal,Flying,460,57,114,80,50,55,104,1,False
2171,12,Butterfree,Bug,Flying,395,68,41,55,81,86,64,1,False
2172,36,Clefable,Fairy,None,483,95,74,74,96,83,61,1,False
2173,55,Golduck,Water,None,500,79,84,76,93,82,86,1,False
2174,119,Seaking,Water,None,450,81,87,62,68,83,69,1,False
2175,101,Electrode,Electric,None,480,67,43,69,72,89,140,1,False
2176,98,Krabby,Water,None,325,38,109,96,27,15,40,1,False
2177,145,Zapdos,Electric,Flying,580,91,95,91,122,86,95,1,True
2178,68,Machamp,Fighting,None,505,83,134,80,70,79,59,1,False
2179,33,Nidorino,Poison,None,365,60,77,49,58,54,67,1,False
2180,34,Nidoking,Poison,Ground,505,85,104,79,83,72,82,1,False
2181,3,VenusaurMega Venusaur,Grass,Poison,625,82,110,127,115,119,72,1,False
2182,89,Muk,Poison,None,500,109,103,78,59,105,46,1,False
2183,132,Ditto,Normal,None,288,51,41,52,47,46,51,1,False
2184,111,Rhyhorn,Ground,Rock,345,88,81,102,31,26,17,1,False
2185,79,Slowpoke,Water,Psychic,315,102,67,58,32,45,11,1,False
2186,100,Voltorb,Electric,None,330,34,25,57,62,54,98,1,False
2187,143,Snorlax,Normal,None,540,154,117,66,59,108,36,1,False
2188,44,Gloom,Grass,Poison,395,63,64,66,83,81,38,1,False
2189,130,GyaradosMega Gyarados,Water,Dark,640,96,151,114,67,126,86,1,False
2190,64,Kadabra,Psychic,None,400,45,26,27,119,82,101,1,False
2191,33,Nidorino,Poison,None,365,59,65,54,54,56,77,1,False
2192,135,Jolteon,Electric,None,525,72,62,60,105,102,124,1,False
2193,11,Metapod,Bug,None,205,38,22,58,26,26,35,1,False
2194,135,Jolteon,Electric,None,525,61,70,57,111,96,130,1,False
2195,17,Pidgeotto,Normal,Flying,349,64,57,57,55,48,68,1,False
2196,95,Onix,Rock,Ground,385,31,48,162,30,46,68,1,False
2197,31,Nidoqueen,Poison,Ground,505,95,91,89,77,83,70,1,False
2198,42,Golbat,Poison,Flying,455,85,84,61,68,76,81,1,False
2199,44,Gloom,Grass,Poison,395,68,64,69,85,66,43,1,False
2200,151,Mew,Psychic,None,600,87,91,105,106,107,104,1,False
2201,104,Cubone,Ground,None,320,56,47,100,38,50,29,1,False
2202,13,Weedle,Bug,Poison,195,33,25,37,23,30,47,1,False
2203,64,Kadabra,Psychic,None,400,35,31,26,117,79,112,1,False
2204,80,SlowbroMega Slowbro,Water,Psychic,590,98,70,176,136,71,39,1,False
2205,49,Venomoth,Bug,Poison,450,63,73,60,96,73,85,1,False
2206,14,Kakuna,Bug,Poison,205,37,23,47,23,34,41,1,False
2207,6,CharizardMega Charizard Y,Fire,Flying,634,85,99,82,158,116,94,1,False
2208,120,Staryu,Water,None,340,29,48,57,68,45,93,1,False
2209,50,Diglett,Ground,None,265,20,47,22,33,50,93,1,False
2210,37,Vulpix,Fire,None,299,45,48,40,43,65,58,1,False
2211,43,Oddish,Grass,Poison,320,43,45,66,77,61,28,1,False
2212,127,PinsirMega Pinsir,Bug,Flying,600,66,159,121,61,88,105,1,False
2213,102,Exeggcute,Grass,Psychic,325,53,47,73,65,38,49,1,False
2214,28,Sandslash,Ground,None,450,79,104,107,43,53,64,1,False
2215,45,Vileplume,Grass,Poison,490,75,78,80,120,92,45,1,False
2216,120,Staryu,Water,None,340,20,48,57,75,61,79,1,False
2217,129,Magikarp,Water,None,200,24,13,58,10,18,77,1,False
2218,135,Jolteon,Electric,None,525,69,68,61,107,96,124,1,False
2219,86,Seel,Water,None,325,65,56,55,48,64,37,1,False
2220,143,Snorlax,Normal,None,540,159,108,58,66,118,31,1,False
2221,55,Golduck,Water,None,500,84,78,83,99,80,76,1,False
2222,92,Gastly,Ghost,Poison,310,33,27,23,103,36,88,1,False
2223,2,Ivysaur,Grass,Poison,405,58,55,64,85,82,61,1,False
2224,143,Snorlax,Normal,None,540,163,111,72,54,100,40,1,False
2225,104,Cubone,Ground,None,320,43,58,96,45,49,29,1,False
2226,107,Hitmonchan,Fighting,None,455,42,104,87,31,116,75,1,False
2227,118,Goldeen,Water,None,320,43,63,55,45,43,71,1,False
2228,38,Ninetales,Fire,None,505,73,68,84,77,97,106,1,False
2229,138,Omanyte,Rock,Water,355,43,30,105,100,50,27,1,False
2230,41,Zubat,Poison,Flying,245,47,39,33,24,37,65,1,False
2231,128,Tauros,Normal,None,490,70,103,100,43,67,107,1,False
2232,150,MewtwoMega Mewtwo X,Psychic,Fighting,780,113,193,103,142,103,126,1,True
2233,15,Beedrill,Bug,Poison,395,60,85,48,47,79,76,1,False
2234,118,Goldeen,Water,None,320,42,63,61,34,54,66,1,False
2235,146,Moltres,Fire,Flying,580,85,97,94,127,79,98,1,True
2236,113,Chansey,Normal,None,450,251,7,1,38,96,59,1,False
2237,107,Hitmonchan,Fighting,None,455,56,104,78,36,104,77,1,False
2238,41,Zubat,Poison,Flying,245,39,43,37,35,34,57,1,False
2239,131,Lapras,Water,Ice,535,138,74,68,88,103,64,1,False
2240,149,Dragonite,Dragon,Flying,600,89,142,91,106,94,78,1,False
2241,61,Poliwhirl,Water,None,385,70,59,65,54,41,96,1,False
2242,89,Muk,Poison,None,500,101,105,71,72,105,46,1,False
2243,41,Zubat,Poison,Flying,245,29,52,41,20,41,62,1,False
2244,23,Ekans,Poison,None,288,26,69,40,50,58,45,1,False
2245,85,Dodrio,Normal,Flying,460,56,112,77,66,57,92,1,False
2246,125,Electabuzz,Electric,None,490,60,92,63,84,86,105,1,False
2247,76,Golem,Rock,Ground,495,81,118,121,62,75,38,1,False
2248,109,Koffing,Poison,None,340,46,65,96,55,40,38,1,False
2249,82,Magneton,Electric,Steel,465,47,70,94,124,63,67,1,False
2250,65,Alakazam,Psychic,None,500,47,43,42,140,105,123,1,False
2251,119,Seaking,Water,None,450,72,102,66,68,73,69,1,False
2252,45,Vileplume,Grass,Poison,490,82,85,78,112,81,52,1,False
2253,89,Muk,Poison,None,500,107,105,82,67,100,39,1,False
2254,115,Kangaskhan,Normal,None,490,97,96,86,48,74,89,1,False
2255,6,CharizardMega Charizard X,Fire,Dragon,634,72,137,103,130,94,98,1,False
2256,108,Lickitung,Normal,None,385,87,49,81,62,76,30,1,False
2257,62,Poliwrath,Water,Fighting,510,85,105,100,66,94,60,1,False
2258,14,Kakuna,Bug,Poison,205,42,20,56,34,22,31,1,False
2259,36,Clefable,Fairy,None,483,93,63,69,98,96,64,1,False
2260,75,Graveler,Rock,Ground,390,57,85,122,46,52,28,1,False
2261,44,Gloom,Grass,Poison,395,64,64,77,81,74,35,1,False
2262,101,Electrode,Electric,None,480,61,50,74,79,83,133,1,False
2263,15,BeedrillMega Beedrill,Bug,Poison,495,64,142,39,18,79,153,1,False
2264,14,Kakuna,Bug,Poison,205,43,35,42,29,23,33,1,False
2265,106,Hitmonlee,Fighting,None,455,44,119,55,34,117,86,1,False
2266,130,GyaradosMega Gyarados,Water,Dark,640,96,157,107,69,127,84,1,False
2267,30,Nidorina,Poison,None,365,74,44,71,59,61,56,1,False
2268,106,Hitmonlee,Fighting,None,455,51,123,48,37,106,90,1,False
2269,1,Bulbasaur,Grass,Poison,318,44,55,40,69,61,49,1,False
2270,124,Jynx,Ice,Psychic,455,66,52,37,117,91,92,1,False
2271,97,Hypno,Psychic,None,483,89,75,73,78,111,57,1,False
2272,84,Doduo,Normal,Flying,310,41,79,44,42,33,71,1,False
2273,34,Nidoking,Poison,Ground,505,89,106,67,92,69,82,1,False
2274,144,Articuno,Ice,Flying,580,94,82,102,91,125,86,1,True
2275,4,Charmander,Fire,None,309,38,54,37,63,49,68,1,False
2276,6,CharizardMega Charizard X,Fire,Dragon,634,76,131,102,129,88,108,1,False
2277,115,Kangaskhan,Normal,None,490,101,89,90,32,90,88,1,False
2278,148,Dragonair,Dragon,None,420,64,83,71,74,63,65,1,False
2279,105,Marowak,Ground,None,425,59,81,108,47,84,46,1,False
2280,88,Grimer,Poison,None,325,87,70,56,50,46,16,1,False
2281,129,Magikarp,Water,None,200,15,3,57,23,20,82,1,False
2282,123,Scyther,Bug,Flying,500,73,105,82,48,82,110,1,False
2283,89,Muk,Poison,None,500,112,110,74,57,98,49,1,False
2284,111,Rhyhorn,Ground,Rock,345,87,92,102,27,18,19,1,False
2285,86,Seel,Water,None,325,64,53,50,48,66,44,1,False
2286,76,Golem,Rock,Ground,495,78,123,131,65,55,43,1,False
2287,20,Raticate,Normal,None,413,54,86,63,49,63,98,1,False
2288,85,Dodrio,Normal,Flying,460,64,113,67,55,56,105,1,False
2289,104,Cubone,Ground,None,320,50,51,98,42,51,28,1,False
2290,58,Growlithe,Fire,None,350,46,62,47,78,50,67,1,False
2291,42,Golbat,Poison,Flying,455,72,79,80,71,66,87,1,False
2292,51,Dugtrio,Ground,None,405,36,76,41,56,77,119,1,False
2293,102,Exeggcute,Grass,Psychic,325,53,38,84,61,42,47,1,False
2294,16,Pidgey,Normal,Flying,251,35,40,35,39,37,65,1,False
2295,41,Zubat,Poison,Flying,245,39,50,36,32,42,46,1,False
2296,113,Chansey,Normal,None,450,255,4,9,36,98,48,1,False
2297,18,Pidgeot,Normal,Flying,479,86,80,73,69,77,94,1,False
2298,94,GengarMega Gengar,Ghost,Poison,600,66,63,92,164,93,122,1,False
2299,112,Rhydon,Ground,Rock,485,116,128,117,49,38,37,1,False
2300,78,Rapidash,Fire,None,500,67,107,62,73,81,110,1,False
2301,114,Tangela,Grass,None,435,61,47,120,105,43,59,1,False
2302,67,Machoke,Fighting,None,405,80,109,65,48,65,38,1,False
2303,55,Golduck,Water,None,500,82,86,66,101,77,88,1,False
2304,77,Ponyta,Fire,None,410,52,88,48,61,77,84,1,False
2305,150,MewtwoMega Mewtwo X,Psychic,Fighting,780,109,197,102,152,96,124,1,True
2306,91,Cloyster,Water,Ice,525,49,99,179,82,41,75,1,False
2307,99,Kingler,Water,None,475,51,146,114,45,49,70,1,False
2308,36,Clefable,Fairy,None,483,94,68,79,90,82,70,1,False
2309,92,Gastly,Ghost,Poison,310,36,31,39,90,33,81,1,False
2310,151,Mew,Psychic,None,600,105,103,103,93,101,95,1,False
2311,57,Primeape,Fighting,None,455,71,100,59,55,78,92,1,False
2312,150,MewtwoMega Mewtwo Y,Psychic,None,780,112,144,67,193,121,143,1,True
2313,142,AerodactylMega Aerodactyl,Rock,Flying,615,75,129,85,67,102,157,1,False
2314,101,Electrode,Electric,None,480,70,55,70,70,82,133,1,False
2315,133,Eevee,Normal,None,325,52,50,49,54,62,58,1,False
2316,47,Parasect,Bug,Grass,405,52,96,87,51,82,37,1,False
2317,87,Dewgong,Water,Ice,475,86,82,79,68,92,68,1,False
2318,25,Pikachu,Electric,None,320,49,55,41,48,43,84,1,False
2319,60,Poliwag,Water,None,300,47,49,39,37,39,89,1,False
2320,147,Dratini,Dragon,None,300,48,61,53,43,50,45,1,False
2321,98,Krabby,Water,None,325,24,112,90,24,16,59,1,False
2322,127,PinsirMega Pinsir,Bug,Flying,600,71,151,120,63,84,111,1,False
2323,81,Magnemite,Electric,Steel,325,29,30,72,87,55,52,1,False
2324,150,MewtwoMega Mewtwo Y,Psychic,None,780,106,145,71,202,118,138,1,True
2325,6,CharizardMega Charizard X,Fire,Dragon,634,73,131,109,136,89,96,1,False
2326,3,Venusaur,Grass,Poison,525,79,90,86,97,98,75,1,False
2327,94,Gengar,Ghost,Poison,500,59,62,65,137,73,104,1,False
2328,31,Nidoqueen,Poison,Ground,505,97,83,81,69,91,84,1,False
2329,60,Poliwag,Water,None,300,44,45,47,33,45,86,1,False
2330,85,Dodrio,Normal,Flying,460,64,104,77,54,52,109,1,False
2331,149,Dragonite,Dragon,Flying,600,91,128,93,102,99,87,1,False
2332,136,Flareon,Fire,None,525,61,130,54,98,118,64,1,False
2333,127,Pinsir,Bug,None,500,54,121,107,47,78,93,1,False
2334,63,Abra,Psychic,None,310,14,18,15,110,57,96,1,False
2335,85,Dodrio,Normal,Flying,460,69,108,71,58,52,102,1,False
2336,60,Poliwag,Water,None,300,40,45,39,46,41,89,1,False
2337,146,Moltres,Fire,Flying,580,83,98,95,123,87,94,1,True
2338,112,Rhydon,Ground,Rock,485,104,127,132,40,40,42,1,False
2339,15,BeedrillMega Beedrill,Bug,Poison,495,57,145,34,25,79,155,1,False
2340,88,Grimer,Poison,None,325,74,71,58,43,53,26,1,False
2341,13,Weedle,Bug,Poison,195,45,41,27,24,17,41,1,False
2342,115,Kangaskhan,Normal,None,490,96,89,83,48,89,85,1,False
2343,118,Goldeen,Water,None,320,47,72,55,31,48,67,1,False
2344,74,Geodude,Rock,Ground,300,37,84,95,20,35,29,1,False
2345,50,Diglett,Ground,None,265,6,65,28,36,45,85,1,False
2346,144,Articuno,Ice,Flying,580,98,91,95,93,119,84,1,True
2347,90,Shellder,Water,None,305,29,61,98,47,37,33,1,False
2348,121,Starmie,Water,Psychic,520,57,70,83,106,93,111,1,False
2349,129,Magikarp,Water,None,200,20,21,48,14,22,75,1,False
2350,62,Poliwrath,Water,Fighting,510,94,88,101,69,86,72,1,False
2351,13,Weedle,Bug,Poison,195,42,36,38,10,21,48,1,False
2352,74,Geodude,Rock,Ground,300,35,87,96,25,34,23,1,False
2353,126,Magmar,Fire,None,495,61,102,52,99,93,88,1,False
2354,95,Onix,Rock,Ground,385,35,49,163,32,39,67,1,False
2355,102,Exeggcute,Grass,Psychic,325,60,41,86,52,47,39,1,False
2356,77,Ponyta,Fire,None,410,41,89,52,65,71,92,1,False
2357,90,Shellder,Water,None,305,31,64,94,39,34,43,1,False
2358,10,Caterpie,Bug,None,195,42,35,39,18,12,49,1,False
2359,145,Zapdos,Electric,Flying,580,82,92,82,129,96,99,1,True
2360,94,GengarMega Gengar,Ghost,Poison,600,59,78,92,160,87,124,1,False
2361,29,Nidoran♀,Poison,None,275,57,54,45,35,40,44,1,False
2362,40,Wigglytuff,Normal,Fairy,435,134,68,39,85,62,47,1,False
2363,107,Hitmonchan,Fighting,None,455,40,105,86,39,112,73,1,False
2364,94,GengarMega Gengar,Ghost,Poison,600,62,62,76,177,94,129,1,False
2365,6,CharizardMega Charizard Y,Fire,Flying,634,88,105,75,159,110,97,1,False
2366,88,Grimer,Poison,None,325,88,73,55,40,51,18,1,False
2367,84,Doduo,Normal,Flying,310,38,81,50,34,44,63,1,False
2368,72,Tentacool,Water,Poison,335,38,38,34,55,108,62,1,False
2369,12,Butterfree,Bug,Flying,395,56,37,55,87,90,70,1,False
2370,27,Sandshrew,Ground,None,300,55,78,87,10,37,33,1,False
2371,98,Krabby,Water,None,325,39,104,88,34,18,42,1,False
2372,119,Seaking,Water,None,450,77,92,62,63,84,72,1,False
2373,22,Fearow,Normal,Flying,442,62,99,64,61,61,95,1,False
2374,101,Electrode,Electric,None,480,52,58,73,73,86,138,1,False
2375,5,Charmeleon,Fire,None,405,55,67,63,81,56,83,1,False
2376,21,Spearow,Normal,Flying,262,50,59,33,25,29,66,1,False
2377,9,BlastoiseMega Blastoise,Water,None,630,78,103,113,132,114,90,1,False
2378,31,Nidoqueen,Poison,Ground,505,94,88,91,80,87,65,1,False
2379,125,Electabuzz,Electric,None,490,70,87,53,91,84,105,1,False
2380,131,Lapras,Water,Ice,535,132,84,80,89,88,62,1,False
2381,65,Alakazam,Psychic,None,500,62,43,45,146,89,115,1,False
2382,110,Weezing,Poison,None,490,64,82,126,83,74,61,1,False
2383,119,Seaking,Water,None,450,85,87,58,73,82,65,1,False
2384,123,Scyther,Bug,Flying,500,77,106,72,60,72,113,1,False
2385,66,Machop,Fighting,None,305,65,85,53,34,29,39,1,False
2386,138,Omanyte,Rock,Water,355,34,37,105,96,49,34,1,False
2387,37,Vulpix,Fire,None,299,42,34,36,46,79,62,1,False
2388,7,Squirtle,Water,None,314,45,47,68,48,66,40,1,False
2389,67,Machoke,Fighting,None,405,83,101,64,49,61,47,1,False
2390,42,Golbat,Poison,Flying,455,78,74,67,60,76,100,1,False
2391,94,GengarMega Gengar,Ghost,Poison,600,67,51,81,173,98,130,1,False
2392,75,Graveler,Rock,Ground,390,59,92,116,49,48,26,1,False
2393,5,Charmeleon,Fire,None,405,56,70,63,85,58,73,1,False
2394,27,Sandshrew,Ground,None,300,50,79,74,23,26,48,1,False
2395,86,Seel,Water,None,325,72,40,40,47,75,51,1,False
