#,Name,Type 1,Type 2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary
2,Ivysaur,Grass,Poison,405,57,58,68,76,89,57,1,False
105,Marowak,Ground,,425,64,85,110,42,84,40,1,False
107,Hitmonchan,Fighting,,455,46,99,89,36,115,70,1,False
29,Nidoran♀,Poison,,275,60,40,51,38,46,40,1,False
64,Kadabra,Psychic,,400,48,32,22,121,67,110,1,False
85,Dodrio,Normal,Flying,460,58,104,76,57,61,104,1,False
105,Marowak,Ground,,425,68,70,112,54,78,43,1,False
73,Tentacruel,Water,Poison,515,83,66,62,74,122,108,1,False
30,Nidorina,Poison,,365,66,58,65,56,59,61,1,False
79,Slowpoke,Water,Psychic,315,93,69,70,32,39,12,1,False
18,PidgeotMega Pidgeot,Normal,Flying,579,84,74,82,132,80,127,1,False
94,Gengar,Ghost,Poison,500,56,68,57,139,80,100,1,False
108,Lickitung,Normal,,385,84,50,79,62,79,31,1,False
25,Pikachu,Electric,,320,30,51,43,58,43,95,1,False
6,Charizard,Fire,Flying,534,81,89,79,102,88,95,1,False
31,Nidoqueen,Poison,Ground,505,89,98,81,69,92,76,1,False
111,Rhyhorn,Ground,Rock,345,90,85,93,26,30,21,1,False
137,Porygon,Normal,,395,59,52,70,90,81,43,1,False
102,Exeggcute,Grass,Psychic,325,70,31,85,68,35,36,1,False
75,Graveler,Rock,Ground,390,49,94,114,42,53,38,1,False
24,Arbok,Poison,,438,68,84,72,49,82,83,1,False
65,AlakazamMega Alakazam,Psychic,,590,63,44,67,181,95,140,1,False
79,Slowpoke,Water,Psychic,315,98,62,72,42,35,6,1,False
113,Chansey,Normal,,450,255,4,0,31,115,45,1,False
122,Mr. Mime,Psychic,Fairy,460,41,44,67,93,118,97,1,False
63,Abra,Psychic,,310,17,10,18,120,49,96,1,False
96,Drowzee,Psychic,,328,69,40,41,45,92,41,1,False
112,Rhydon,Ground,Rock,485,106,129,121,40,55,34,1,False
108,Lickitung,Normal,,385,84,53,84,54,82,28,1,False
125,Electabuzz,Electric,,490,64,86,49,101,77,113,1,False
18,PidgeotMega Pidgeot,Normal,Flying,579,85,86,77,126,83,122,1,False
94,Gengar,Ghost,Poison,500,59,59,70,134,76,102,1,False
60,Poliwag,Water,,300,42,52,43,44,30,89,1,False
130,GyaradosMega Gyarados,Water,Dark,640,102,162,104,62,129,81,1,False
60,Poliwag,Water,,300,42,48,40,37,40,93,1,False
9,BlastoiseMega Blastoise,Water,,630,73,102,117,137,124,77,1,False
21,Spearow,Normal,Flying,262,35,67,30,29,33,68,1,False
31,Nidoqueen,Poison,Ground,505,80,95,77,86,89,78,1,False
135,Jolteon,Electric,,525,69,70,52,113,96,125,1,False
97,Hypno,Psychic,,483,81,74,63,81,111,73,1,False
24,Arbok,Poison,,438,59,87,67,70,75,80,1,False
60,Poliwag,Water,,300,37,42,46,47,41,87,1,False
64,Kadabra,Psychic,,400,38,34,38,117,62,111,1,False
142,Aerodactyl,Rock,Flying,515,88,109,68,56,66,128,1,False
115,KangaskhanMega Kangaskhan,Normal,,590,111,131,98,57,98,95,1,False
142,Aerodactyl,Rock,Flying,515,85,114,59,64,70,123,1,False
40,Wigglytuff,Normal,Fairy,435,141,79,51,80,45,39,1,False
130,GyaradosMega Gyarados,Water,Dark,640,99,158,103,63,129,88,1,False
58,Growlithe,Fire,,350,52,66,42,81,50,59,1,False
123,Scyther,Bug,Flying,500,65,119,72,53,82,109,1,False
147,Dratini,Dragon,,300,43,61,51,42,54,49,1,False
148,Dragonair,Dragon,,420,68,77,66,72,73,64,1,False
127,PinsirMega Pinsir,Bug,Flying,600,75,163,126,61,80,95,1,False
122,Mr. Mime,Psychic,Fairy,460,44,54,60,91,124,87,1,False
30,Nidorina,Poison,,365,76,60,77,45,54,53,1,False
135,Jolteon,Electric,,525,59,72,50,101,102,141,1,False
32,Nidoran♂,Poison,,273,44,60,46,41,34,48,1,False
89,Muk,Poison,,500,99,99,85,63,100,54,1,False
147,Dratini,Dragon,,300,40,68,53,41,51,47,1,False
20,Raticate,Normal,,413,61,78,59,54,71,90,1,False
4,Charmander,Fire,,309,42,54,46,56,52,59,1,False
60,Poliwag,Water,,300,38,48,43,36,38,97,1,False
127,Pinsir,Bug,,500,60,120,98,67,72,83,1,False
40,Wigglytuff,Normal,Fairy,435,142,70,49,81,42,51,1,False
141,Kabutops,Rock,Water,495,63,113,97,72,73,77,1,False
33,Nidorino,Poison,,365,54,73,57,52,59,70,1,False
13,Weedle,Bug,Poison,195,47,42,25,24,14,43,1,False
94,Gengar,Ghost,Poison,500,57,67,56,135,78,107,1,False
93,Haunter,Ghost,Poison,405,43,50,35,122,58,97,1,False
42,Golbat,Poison,Flying,455,75,90,69,64,77,80,1,False
36,Clefable,Fairy,,483,104,62,75,96,97,49,1,False
40,Wigglytuff,Normal,Fairy,435,132,82,47,77,50,47,1,False
7,Squirtle,Water,,314,39,46,61,54,71,43,1,False
6,Charizard,Fire,Flying,534,78,76,75,118,81,106,1,False
70,Weepinbell,Grass,Poison,390,65,87,45,77,51,65,1,False
18,PidgeotMega Pidgeot,Normal,Flying,579,83,81,73,131,84,127,1,False
60,Poliwag,Water,,300,32,47,50,47,32,92,1,False
50,Diglett,Ground,,265,11,51,20,39,45,99,1,False
127,Pinsir,Bug,,500,59,136,98,53,74,80,1,False
59,Arcanine,Fire,,555,94,109,83,97,81,91,1,False
13,Weedle,Bug,Poison,195,49,42,28,13,12,51,1,False
82,Magneton,Electric,Steel,465,52,54,97,123,72,67,1,False
146,Moltres,Fire,Flying,580,83,95,96,128,78,100,1,True
93,Haunter,Ghost,Poison,405,46,43,38,116,65,97,1,False
85,Dodrio,Normal,Flying,460,57,114,80,50,55,104,1,False
12,Butterfree,Bug,Flying,395,68,41,55,81,86,64,1,False
36,Clefable,Fairy,,483,95,74,74,96,83,61,1,False
55,Golduck,Water,,500,79,84,76,93,82,86,1,False
119,Seaking,Water,,450,81,87,62,68,83,69,1,False
101,Electrode,Electric,,480,67,43,69,72,89,140,1,False
98,Krabby,Water,,325,38,109,96,27,15,40,1,False
145,Zapdos,Electric,Flying,580,91,95,91,122,86,95,1,True
68,Machamp,Fighting,,505,83,134,80,70,79,59,1,False
33,Nidorino,Poison,,365,60,77,49,58,54,67,1,False
34,Nidoking,Poison,Ground,505,85,104,79,83,72,82,1,False
3,VenusaurMega Venusaur,Grass,Poison,625,82,110,127,115,119,72,1,False
89,Muk,Poison,,500,109,103,78,59,105,46,1,False
132,Ditto,Normal,,288,51,41,52,47,46,51,1,False
111,Rhyhorn,Ground,Rock,345,88,81,102,31,26,17,1,False
79,Slowpoke,Water,Psychic,315,102,67,58,32,45,11,1,False
100,Voltorb,Electric,,330,34,25,57,62,54,98,1,False
143,Snorlax,Normal,,540,154,117,66,59,108,36,1,False
44,Gloom,Grass,Poison,395,63,64,66,83,81,38,1,False
130,GyaradosMega Gyarados,Water,Dark,640,96,151,114,67,126,86,1,False
64,Kadabra,Psychic,,400,45,26,27,119,82,101,1,False
33,Nidorino,Poison,,365,59,65,54,54,56,77,1,False
135,Jolteon,Electric,,525,72,62,60,105,102,124,1,False
11,Metapod,Bug,,205,38,22,58,26,26,35,1,False
135,Jolteon,Electric,,525,61,70,57,111,96,130,1,False
17,Pidgeotto,Normal,Flying,349,64,57,57,55,48,68,1,False
95,Onix,Rock,Ground,385,31,48,162,30,46,68,1,False
31,Nidoqueen,Poison,Ground,505,95,91,89,77,83,70,1,False
42,Golbat,Poison,Flying,455,85,84,61,68,76,81,1,False
44,Gloom,Grass,Poison,395,68,64,69,85,66,43,1,False
151,Mew,Psychic,,600,87,91,105,106,107,104,1,False
104,Cubone,Ground,,320,56,47,100,38,50,29,1,False
13,Weedle,Bug,Poison,195,33,25,37,23,30,47,1,False
64,Kadabra,Psychic,,400,35,31,26,117,79,112,1,False
80,SlowbroMega Slowbro,Water,Psychic,590,98,70,176,136,71,39,1,False
49,Venomoth,Bug,Poison,450,63,73,60,96,73,85,1,False
14,Kakuna,Bug,Poison,205,37,23,47,23,34,41,1,False
6,CharizardMega Charizard Y,Fire,Flying,634,85,99,82,158,116,94,1,False
120,Staryu,Water,,340,29,48,57,68,45,93,1,False
50,Diglett,Ground,,265,20,47,22,33,50,93,1,False
37,Vulpix,Fire,,299,45,48,40,43,65,58,1,False
43,Oddish,Grass,Poison,320,43,45,66,77,61,28,1,False
127,PinsirMega Pinsir,Bug,Flying,600,66,159,121,61,88,105,1,False
102,Exeggcute,Grass,Psychic,325,53,47,73,65,38,49,1,False
28,Sandslash,Ground,,450,79,104,107,43,53,64,1,False
45,Vileplume,Grass,Poison,490,75,78,80,120,92,45,1,False
120,Staryu,Water,,340,20,48,57,75,61,79,1,False
129,Magikarp,Water,,200,24,13,58,10,18,77,1,False
135,Jolteon,Electric,,525,69,68,61,107,96,124,1,False
86,Seel,Water,,325,65,56,55,48,64,37,1,False
143,Snorlax,Normal,,540,159,108,58,66,118,31,1,False
55,Golduck,Water,,500,84,78,83,99,80,76,1,False
92,Gastly,Ghost,Poison,310,33,27,23,103,36,88,1,False
2,Ivysaur,Grass,Poison,405,58,55,64,85,82,61,1,False
143,Snorlax,Normal,,540,163,111,72,54,100,40,1,False
104,Cubone,Ground,,320,43,58,96,45,49,29,1,False
107,Hitmonchan,Fighting,,455,42,104,87,31,116,75,1,False
118,Goldeen,Water,,320,43,63,55,45,43,71,1,False
38,Ninetales,Fire,,505,73,68,84,77,97,106,1,False
138,Omanyte,Rock,Water,355,43,30,105,100,50,27,1,False
41,Zubat,Poison,Flying,245,47,39,33,24,37,65,1,False
128,Tauros,Normal,,490,70,103,100,43,67,107,1,False
150,MewtwoMega Mewtwo X,Psychic,Fighting,780,113,193,103,142,103,126,1,True
15,Beedrill,Bug,Poison,395,60,85,48,47,79,76,1,False
118,Goldeen,Water,,320,42,63,61,34,54,66,1,False
146,Moltres,Fire,Flying,580,85,97,94,127,79,98,1,True
113,Chansey,Normal,,450,251,7,-1,38,96,59,1,False
107,Hitmonchan,Fighting,,455,56,104,78,36,104,77,1,False
41,Zubat,Poison,Flying,245,39,43,37,35,34,57,1,False
131,Lapras,Water,Ice,535,138,74,68,88,103,64,1,False
149,Dragonite,Dragon,Flying,600,89,142,91,106,94,78,1,False
61,Poliwhirl,Water,,385,70,59,65,54,41,96,1,False
89,Muk,Poison,,500,101,105,71,72,105,46,1,False
41,Zubat,Poison,Flying,245,29,52,41,20,41,62,1,False
23,Ekans,Poison,,288,26,69,40,50,58,45,1,False
85,Dodrio,Normal,Flying,460,56,112,77,66,57,92,1,False
125,Electabuzz,Electric,,490,60,92,63,84,86,105,1,False
76,Golem,Rock,Ground,495,81,118,121,62,75,38,1,False
109,Koffing,Poison,,340,46,65,96,55,40,38,1,False
82,Magneton,Electric,Steel,465,47,70,94,124,63,67,1,False
65,Alakazam,Psychic,,500,47,43,42,140,105,123,1,False
119,Seaking,Water,,450,72,102,66,68,73,69,1,False
45,Vileplume,Grass,Poison,490,82,85,78,112,81,52,1,False
89,Muk,Poison,,500,107,105,82,67,100,39,1,False
115,Kangaskhan,Normal,,490,97,96,86,48,74,89,1,False
6,CharizardMega Charizard X,Fire,Dragon,634,72,137,103,130,94,98,1,False
108,Lickitung,Normal,,385,87,49,81,62,76,30,1,False
62,Poliwrath,Water,Fighting,510,85,105,100,66,94,60,1,False
14,Kakuna,Bug,Poison,205,42,20,56,34,22,31,1,False
36,Clefable,Fairy,,483,93,63,69,98,96,64,1,False
75,Graveler,Rock,Ground,390,57,85,122,46,52,28,1,False
44,Gloom,Grass,Poison,395,64,64,77,81,74,35,1,False
101,Electrode,Electric,,480,61,50,74,79,83,133,1,False
15,BeedrillMega Beedrill,Bug,Poison,495,64,142,39,18,79,153,1,False
14,Kakuna,Bug,Poison,205,43,35,42,29,23,33,1,False
106,Hitmonlee,Fighting,,455,44,119,55,34,117,86,1,False
130,GyaradosMega Gyarados,Water,Dark,640,96,157,107,69,127,84,1,False
30,Nidorina,Poison,,365,74,44,71,59,61,56,1,False
106,Hitmonlee,Fighting,,455,51,123,48,37,106,90,1,False
1,Bulbasaur,Grass,Poison,318,44,55,40,69,61,49,1,False
124,Jynx,Ice,Psychic,455,66,52,37,117,91,92,1,False
97,Hypno,Psychic,,483,89,75,73,78,111,57,1,False
84,Doduo,Normal,Flying,310,41,79,44,42,33,71,1,False
34,Nidoking,Poison,Ground,505,89,106,67,92,69,82,1,False
144,Articuno,Ice,Flying,580,94,82,102,91,125,86,1,True
4,Charmander,Fire,,309,38,54,37,63,49,68,1,False
6,CharizardMega Charizard X,Fire,Dragon,634,76,131,102,129,88,108,1,False
115,Kangaskhan,Normal,,490,101,89,90,32,90,88,1,False
148,Dragonair,Dragon,,420,64,83,71,74,63,65,1,False
105,Marowak,Ground,,425,59,81,108,47,84,46,1,False
88,Grimer,Poison,,325,87,70,56,50,46,16,1,False
129,Magikarp,Water,,200,15,3,57,23,20,82,1,False
123,Scyther,Bug,Flying,500,73,105,82,48,82,110,1,False
89,Muk,Poison,,500,112,110,74,57,98,49,1,False
111,Rhyhorn,Ground,Rock,345,87,92,102,27,18,19,1,False
86,Seel,Water,,325,64,53,50,48,66,44,1,False
76,Golem,Rock,Ground,495,78,123,131,65,55,43,1,False
20,Raticate,Normal,,413,54,86,63,49,63,98,1,False
85,Dodrio,Normal,Flying,460,64,113,67,55,56,105,1,False
104,Cubone,Ground,,320,50,51,98,42,51,28,1,False
58,Growlithe,Fire,,350,46,62,47,78,50,67,1,False
42,Golbat,Poison,Flying,455,72,79,80,71,66,87,1,False
51,Dugtrio,Ground,,405,36,76,41,56,77,119,1,False
102,Exeggcute,Grass,Psychic,325,53,38,84,61,42,47,1,False
16,Pidgey,Normal,Flying,251,35,40,35,39,37,65,1,False
41,Zubat,Poison,Flying,245,39,50,36,32,42,46,1,False
113,Chansey,Normal,,450,255,4,9,36,98,48,1,False
18,Pidgeot,Normal,Flying,479,86,80,73,69,77,94,1,False
94,GengarMega Gengar,Ghost,Poison,600,66,63,92,164,93,122,1,False
112,Rhydon,Ground,Rock,485,116,128,117,49,38,37,1,False
78,Rapidash,Fire,,500,67,107,62,73,81,110,1,False
114,Tangela,Grass,,435,61,47,120,105,43,59,1,False
67,Machoke,Fighting,,405,80,109,65,48,65,38,1,False
55,Golduck,Water,,500,82,86,66,101,77,88,1,False
77,Ponyta,Fire,,410,52,88,48,61,77,84,1,False
150,MewtwoMega Mewtwo X,Psychic,Fighting,780,109,197,102,152,96,124,1,True
91,Cloyster,Water,Ice,525,49,99,179,82,41,75,1,False
99,Kingler,Water,,475,51,146,114,45,49,70,1,False
36,Clefable,Fairy,,483,94,68,79,90,82,70,1,False
92,Gastly,Ghost,Poison,310,36,31,39,90,33,81,1,False
151,Mew,Psychic,,600,105,103,103,93,101,95,1,False
57,Primeape,Fighting,,455,71,100,59,55,78,92,1,False
150,MewtwoMega Mewtwo Y,Psychic,,780,112,144,67,193,121,143,1,True
142,AerodactylMega Aerodactyl,Rock,Flying,615,75,129,85,67,102,157,1,False
101,Electrode,Electric,,480,70,55,70,70,82,133,1,False
133,Eevee,Normal,,325,52,50,49,54,62,58,1,False
47,Parasect,Bug,Grass,405,52,96,87,51,82,37,1,False
87,Dewgong,Water,Ice,475,86,82,79,68,92,68,1,False
25,Pikachu,Electric,,320,49,55,41,48,43,84,1,False
60,Poliwag,Water,,300,47,49,39,37,39,89,1,False
147,Dratini,Dragon,,300,48,61,53,43,50,45,1,False
98,Krabby,Water,,325,24,112,90,24,16,59,1,False
127,PinsirMega Pinsir,Bug,Flying,600,71,151,120,63,84,111,1,False
81,Magnemite,Electric,Steel,325,29,30,72,87,55,52,1,False
150,MewtwoMega Mewtwo Y,Psychic,,780,106,145,71,202,118,138,1,True
6,CharizardMega Charizard X,Fire,Dragon,634,73,131,109,136,89,96,1,False
3,Venusaur,Grass,Poison,525,79,90,86,97,98,75,1,False
94,Gengar,Ghost,Poison,500,59,62,65,137,73,104,1,False
31,Nidoqueen,Poison,Ground,505,97,83,81,69,91,84,1,False
60,Poliwag,Water,,300,44,45,47,33,45,86,1,False
85,Dodrio,Normal,Flying,460,64,104,77,54,52,109,1,False
149,Dragonite,Dragon,Flying,600,91,128,93,102,99,87,1,False
136,Flareon,Fire,,525,61,130,54,98,118,64,1,False
127,Pinsir,Bug,,500,54,121,107,47,78,93,1,False
63,Abra,Psychic,,310,14,18,15,110,57,96,1,False
85,Dodrio,Normal,Flying,460,69,108,71,58,52,102,1,False
60,Poliwag,Water,,300,40,45,39,46,41,89,1,False
146,Moltres,Fire,Flying,580,83,98,95,123,87,94,1,True
112,Rhydon,Ground,Rock,485,104,127,132,40,40,42,1,False
15,BeedrillMega Beedrill,Bug,Poison,495,57,145,34,25,79,155,1,False
88,Grimer,Poison,,325,74,71,58,43,53,26,1,False
13,Weedle,Bug,Poison,195,45,41,27,24,17,41,1,False
115,Kangaskhan,Normal,,490,96,89,83,48,89,85,1,False
118,Goldeen,Water,,320,47,72,55,31,48,67,1,False
74,Geodude,Rock,Ground,300,37,84,95,20,35,29,1,False
50,Diglett,Ground,,265,6,65,28,36,45,85,1,False
144,Articuno,Ice,Flying,580,98,91,95,93,119,84,1,True
90,Shellder,Water,,305,29,61,98,47,37,33,1,False
121,Starmie,Water,Psychic,520,57,70,83,106,93,111,1,False
129,Magikarp,Water,,200,20,21,48,14,22,75,1,False
62,Poliwrath,Water,Fighting,510,94,88,101,69,86,72,1,False
13,Weedle,Bug,Poison,195,42,36,38,10,21,48,1,False
74,Geodude,Rock,Ground,300,35,87,96,25,34,23,1,False
126,Magmar,Fire,,495,61,102,52,99,93,88,1,False
95,Onix,Rock,Ground,385,35,49,163,32,39,67,1,False
102,Exeggcute,Grass,Psychic,325,60,41,86,52,47,39,1,False
77,Ponyta,Fire,,410,41,89,52,65,71,92,1,False
90,Shellder,Water,,305,31,64,94,39,34,43,1,False
10,Caterpie,Bug,,195,42,35,39,18,12,49,1,False
145,Zapdos,Electric,Flying,580,82,92,82,129,96,99,1,True
94,GengarMega Gengar,Ghost,Poison,600,59,78,92,160,87,124,1,False
29,Nidoran♀,Poison,,275,57,54,45,35,40,44,1,False
40,Wigglytuff,Normal,Fairy,435,134,68,39,85,62,47,1,False
107,Hitmonchan,Fighting,,455,40,105,86,39,112,73,1,False
94,GengarMega Gengar,Ghost,Poison,600,62,62,76,177,94,129,1,False
6,CharizardMega Charizard Y,Fire,Flying,634,88,105,75,159,110,97,1,False
88,Grimer,Poison,,325,88,73,55,40,51,18,1,False
84,Doduo,Normal,Flying,310,38,81,50,34,44,63,1,False
72,Tentacool,Water,Poison,335,38,38,34,55,108,62,1,False
12,Butterfree,Bug,Flying,395,56,37,55,87,90,70,1,False
27,Sandshrew,Ground,,300,55,78,87,10,37,33,1,False
98,Krabby,Water,,325,39,104,88,34,18,42,1,False
119,Seaking,Water,,450,77,92,62,63,84,72,1,False
22,Fearow,Normal,Flying,442,62,99,64,61,61,95,1,False
101,Electrode,Electric,,480,52,58,73,73,86,138,1,False
5,Charmeleon,Fire,,405,55,67,63,81,56,83,1,False
21,Spearow,Normal,Flying,262,50,59,33,25,29,66,1,False
9,BlastoiseMega Blastoise,Water,,630,78,103,113,132,114,90,1,False
31,Nidoqueen,Poison,Ground,505,94,88,91,80,87,65,1,False
125,Electabuzz,Electric,,490,70,87,53,91,84,105,1,False
131,Lapras,Water,Ice,535,132,84,80,89,88,62,1,False
65,Alakazam,Psychic,,500,62,43,45,146,89,115,1,False
110,Weezing,Poison,,490,64,82,126,83,74,61,1,False
119,Seaking,Water,,450,85,87,58,73,82,65,1,False
123,Scyther,Bug,Flying,500,77,106,72,60,72,113,1,False
66,Machop,Fighting,,305,65,85,53,34,29,39,1,False
138,Omanyte,Rock,Water,355,34,37,105,96,49,34,1,False
37,Vulpix,Fire,,299,42,34,36,46,79,62,1,False
7,Squirtle,Water,,314,45,47,68,48,66,40,1,False
67,Machoke,Fighting,,405,83,101,64,49,61,47,1,False
42,Golbat,Poison,Flying,455,78,74,67,60,76,100,1,False
94,GengarMega Gengar,Ghost,Poison,600,67,51,81,173,98,130,1,False
75,Graveler,Rock,Ground,390,59,92,116,49,48,26,1,False
5,Charmeleon,Fire,,405,56,70,63,85,58,73,1,False
27,Sandshrew,Ground,,300,50,79,74,23,26,48,1,False
86,Seel,Water,,325,72,40,40,47,75,51,1,False
1,Bulbasaur,Grass,Poison,318,47,46,40,62,70,53,1,False
3,Venusaur,Grass,Poison,525,84,75,76,100,104,86,1,False
80,Slowbro,Water,Psychic,490,98,68,118,102,74,30,1,False
18,Pidgeot,Normal,Flying,479,92,71,87,66,62,101,1,False
1,Bulbasaur,Grass,Poison,318,40,44,43,74,62,55,1,False
57,Primeape,Fighting,,455,73,100,60,56,75,91,1,False
40,Wigglytuff,Normal,Fairy,435,138,66,38,85,58,50,1,False
9,BlastoiseMega Blastoise,Water,,630,74,99,123,140,109,85,1,False
48,Venonat,Bug,Poison,305,60,62,39,49,43,52,1,False
9,Blastoise,Water,,530,73,88,102,84,112,71,1,False
117,Seadra,Water,,440,64,54,105,92,34,91,1,False
53,Persian,Normal,,440,64,68,54,72,65,117,1,False
129,Magikarp,Water,,200,18,9,51,14,24,84,1,False
115,KangaskhanMega Kangaskhan,Normal,,590,103,123,91,61,101,111,1,False
70,Weepinbell,Grass,Poison,390,61,86,58,79,41,65,1,False
74,Geodude,Rock,Ground,300,43,80,109,21,28,19,1,False
142,Aerodactyl,Rock,Flying,515,77,108,70,60,72,128,1,False
150,Mewtwo,Psychic,,680,98,110,97,154,81,140,1,True
119,Seaking,Water,,450,84,90,61,65,76,74,1,False
130,GyaradosMega Gyarados,Water,Dark,640,85,150,108,75,134,88,1,False
92,Gastly,Ghost,Poison,310,29,29,34,100,41,77,1,False
121,Starmie,Water,Psychic,520,59,82,80,95,87,117,1,False
110,Weezing,Poison,,490,61,93,118,91,75,52,1,False
91,Cloyster,Water,Ice,525,45,100,187,77,38,78,1,False
81,Magnemite,Electric,Steel,325,27,32,71,97,54,44,1,False
60,Poliwag,Water,,300,34,47,35,50,33,101,1,False
71,Victreebel,Grass,Poison,490,86,109,72,98,64,61,1,False
26,Raichu,Electric,,485,51,89,53,87,85,120,1,False
119,Seaking,Water,,450,81,96,63,57,84,69,1,False
68,Machamp,Fighting,,505,96,118,81,70,93,47,1,False
5,Charmeleon,Fire,,405,50,64,67,88,59,77,1,False
105,Marowak,Ground,,425,52,81,117,48,72,55,1,False
147,Dratini,Dragon,,300,36,76,47,45,44,52,1,False
53,Persian,Normal,,440,71,68,59,69,63,110,1,False
127,PinsirMega Pinsir,Bug,Flying,600,66,164,119,63,87,101,1,False
9,BlastoiseMega Blastoise,Water,,630,76,93,126,140,116,79,1,False
3,Venusaur,Grass,Poison,525,76,73,87,105,110,74,1,False
138,Omanyte,Rock,Water,355,38,35,108,87,52,35,1,False
95,Onix,Rock,Ground,385,31,41,171,32,42,68,1,False
101,Electrode,Electric,,480,51,49,67,71,94,148,1,False
21,Spearow,Normal,Flying,262,42,69,26,33,27,65,1,False
6,CharizardMega Charizard X,Fire,Dragon,634,85,120,117,139,80,93,1,False
98,Krabby,Water,,325,32,104,80,33,21,55,1,False
57,Primeape,Fighting,,455,62,103,63,65,62,100,1,False
150,Mewtwo,Psychic,,680,108,117,80,158,95,122,1,True
91,Cloyster,Water,Ice,525,45,98,183,95,38,66,1,False
127,PinsirMega Pinsir,Bug,Flying,600,58,156,118,67,87,114,1,False
119,Seaking,Water,,450,81,87,70,75,73,64,1,False
95,Onix,Rock,Ground,385,23,47,154,39,50,72,1,False
19,Rattata,Normal,,253,32,47,30,36,42,66,1,False
76,Golem,Rock,Ground,495,77,115,123,63,64,53,1,False
137,Porygon,Normal,,395,66,57,61,93,82,36,1,False
116,Horsea,Water,,295,32,35,69,69,21,69,1,False
123,Scyther,Bug,Flying,500,76,108,81,50,84,101,1,False
81,Magnemite,Electric,Steel,325,30,40,72,93,52,38,1,False
112,Rhydon,Ground,Rock,485,98,121,116,57,54,39,1,False
40,Wigglytuff,Normal,Fairy,435,138,69,47,89,48,44,1,False
76,Golem,Rock,Ground,495,73,124,125,62,75,36,1,False
46,Paras,Bug,Grass,285,38,77,51,40,61,18,1,False
46,Paras,Bug,Grass,285,30,63,63,53,59,17,1,False
39,Jigglypuff,Normal,Fairy,270,105,41,22,54,24,24,1,False
61,Poliwhirl,Water,,385,59,61,62,62,51,90,1,False
115,KangaskhanMega Kangaskhan,Normal,,590,100,126,100,61,101,102,1,False
15,BeedrillMega Beedrill,Bug,Poison,495,68,154,44,11,79,139,1,False
98,Krabby,Water,,325,38,114,84,15,28,46,1,False
2,Ivysaur,Grass,Poison,405,71,60,66,84,73,51,1,False
18,Pidgeot,Normal,Flying,479,85,81,75,72,67,99,1,False
21,Spearow,Normal,Flying,262,33,57,25,32,44,71,1,False
31,Nidoqueen,Poison,Ground,505,82,89,82,72,96,84,1,False
3,VenusaurMega Venusaur,Grass,Poison,625,75,101,131,128,116,74,1,False
26,Raichu,Electric,,485,66,88,58,88,74,111,1,False
12,Butterfree,Bug,Flying,395,73,42,49,85,82,64,1,False
133,Eevee,Normal,,325,52,47,57,45,63,61,1,False
58,Growlithe,Fire,,350,53,69,41,67,59,61,1,False
134,Vaporeon,Water,,525,132,67,58,98,102,68,1,False
26,Raichu,Electric,,485,67,88,50,92,74,114,1,False
94,Gengar,Ghost,Poison,500,57,56,63,138,79,107,1,False
59,Arcanine,Fire,,555,84,108,92,96,78,97,1,False
47,Parasect,Bug,Grass,405,62,93,74,59,84,33,1,False
13,Weedle,Bug,Poison,195,46,30,22,23,22,52,1,False
3,VenusaurMega Venusaur,Grass,Poison,625,88,99,131,125,111,71,1,False
5,Charmeleon,Fire,,405,62,65,51,78,71,78,1,False
111,Rhyhorn,Ground,Rock,345,86,86,103,29,25,16,1,False
48,Venonat,Bug,Poison,305,65,52,51,46,53,38,1,False
